(HH:MM:SS),(s),(YYYY-MM-DDTHH:MM:SS) (UTC date time format),(YYYY-MM-DDTHH:MM:SS) (Local date time format),(L*min^-1),(L),(C),(C),(C),(C),(C),(hPa),(hPa),(Pa),(%),(g*L^-1),(integer),(integer),(V),(g*min^-1),(V),(integer),(%),(#),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(ug*m^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(#*cm^-3),(um),(um),(ug),(-),(decimalDegree),(decimalDegree),(m),(integer),(m*s^-1),(-),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mg),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(mdeg*s^-1),(%),(%),(%),(%),(%),(%),(#),(s),(s),(s),(s),(s),(s)
SampleTime,UnixTime,DateTimeUTC,DateTimeLocal,VolumetricFlowRate,SampledVolume,AtmoT,PumpT,FdpT,BattT,AccelT,AtmoP,PumpP,FdPdP,PumpRH,AtmoRho,PumpPow1,PumpPow2,PumpV,MassFlow,BFGvolt,BFGenergy,SOC,PMMeasCnt,PM1MC,PM1MCVar,PM2_5MC,PM2_5MCVar,PM4MC,PM4MCVar,PM10MC,PM10MCVar,PM0_5NC,PM0_5NCVar,PM1NC,PM1NCVar,PM2_5NC,PM2_5NCVar,PM4NC,PM4NCVar,PM10NC,PM10NCVar,PMtypicalParticleSize,PMtypicalParticleSizeVar,PM2_5SampledMass,GPSQual,GPSlat,GPSlon,GPSalt,GPSsat,GPSspeed,GPShDOP,AccelX,AccelXVar,AccelXMin,AccelXMax,AccelY,AccelYVar,AccelYMin,AccelYMax,AccelZ,AccelZVar,AccelZMin,AccelZMax,RotX,RotXVar,RotXMin,RotXMax,RotY,RotYVar,RotYMin,RotYMax,RotZ,RotZVar,RotZMin,RotZMax,Xup,XDown,Yup,Ydown,Zup,Zdown,StepCount,FLOWCTL,GPSRT,SD_DATAW,SD_HEADW,TPumpsOFF,TPumpsON
23:34:09,1697011590,2023-10-11T08:06:30,2023-10-11T10:06:30,0.999,1414.23,32.65,36.09,34.03,34.62,34.62,870.95,874.7,113.283333,39.96,0.988,702,0,8.907,0.98971,3.98,48013,88,30.0,34.53,578.61,81.65,2975.69,119.92,6281.43,138.73,8354.39,116.31,7668.65,218.07,24005.82,266.98,34763.55,277.01,37213.0,277.01,37213.0,1.18,0.0,47.0897,0.0,-1.966574,30.76166,1350.4,12.0,0.13878,0.8,-4.7,17343.3,-99,427,115.0,56638.4,-94,882,-592.4,408856.0,-961,682,11798.8,951572352.0,-25567,113995,-2955.3,246125552.0,-70630,34440,-2019.0,90699480.0,-24885,42201,0.0,0.0,0.0,3.3,76.7,20.0,0,0.221456,0.140386,0.076088,0.038551,0.0,30.0
23:34:39,1697011620,2023-10-11T08:07:00,2023-10-11T10:07:00,1.001,1414.74,32.69,36.16,34.07,34.62,34.55,871.05,874.7,112.900002,39.79,0.9879,702,0,8.909,0.98808,3.98,47999,88,30.0,20.19,3.71,47.53,16.85,69.72,34.96,80.63,46.33,68.55,69.3,127.75,166.85,156.12,225.16,161.94,238.44,161.94,238.44,1.1,0.0,47.122,0.0,-1.96657,30.761694,1365.5,9.0,0.272934,1.1,196.0,12537.2,48,527,585.7,38236.8,118,918,-801.6,10842.9,-1103,-583,966.2,478339232.0,-55028,54425,-1546.7,237289648.0,-48763,32060,-1572.3,123230968.0,-24858,28490,0.0,0.0,0.0,26.7,73.3,0.0,0,0.221532,0.019586,0.076117,0.039423,0.0,30.0
23:35:09,1697011650,2023-10-11T08:07:30,2023-10-11T10:07:30,0.999,1415.24,32.74,36.16,34.13,34.62,34.54,871.0,874.62,115.01667,40.36,0.9875,702,0,8.908,0.99092,3.98,47986,88,30.0,16.1,3.4,33.33,30.01,47.14,71.72,53.94,98.78,66.87,10.63,107.66,105.04,125.4,197.45,129.03,219.99,129.03,219.99,0.96,0.0,47.1423,0.0,-1.966501,30.761774,1361.0,12.0,0.311998,0.8,141.4,27101.1,-40,562,644.1,25664.7,259,916,-644.8,127311.8,-995,234,2321.2,503615936.0,-54075,73325,-3091.9,165539440.0,-33635,24920,-1282.9,137349856.0,-26022,44563,0.0,0.0,0.0,33.3,66.7,0.0,0,0.229058,0.078117,0.084366,0.039469,0.0,30.0
23:35:39,1697011680,2023-10-11T08:08:00,2023-10-11T10:08:00,1.001,1415.74,32.77,36.14,34.18,34.62,34.42,870.92,874.49,113.949997,39.64,0.9874,702,0,8.908,0.9893,3.98,47972,88,30.0,11.74,0.65,20.68,4.64,27.68,10.62,31.13,14.46,58.39,4.58,83.05,23.05,92.12,38.35,93.97,41.98,93.97,41.98,0.87,0.0,47.1558,0.0,-1.966462,30.761589,1368.1,9.0,2.756582,1.3,665.4,44476.8,74,1022,-54.2,70962.8,-454,711,-708.6,25038.3,-899,-86,8324.6,500939264.0,-5871,113260,-2908.6,268246224.0,-76431,26162,-3808.5,221471280.0,-45727,52368,0.0,66.7,0.0,0.0,33.3,0.0,0,0.219868,0.144455,0.076001,0.03944,0.0,30.0
23:36:09,1697011710,2023-10-11T08:08:30,2023-10-11T10:08:30,1.0,1416.24,32.83,36.14,34.27,34.62,34.74,870.95,874.46,113.166664,40.25,0.987,702,0,8.907,0.98828,3.98,47959,88,30.0,14.29,4.5,23.74,14.31,31.05,25.98,34.64,33.0,74.9,110.32,102.91,224.39,112.42,277.18,114.36,288.66,114.36,288.66,0.86,0.0,47.167,0.0,-1.96654,30.761618,1356.0,12.0,0.37008,0.8,36.2,16311.8,-191,438,159.9,18735.0,-86,609,-937.7,532.9,-974,-840,-2003.9,169945632.0,-40477,30677,-1236.1,307613984.0,-74690,55650,-2454.2,56962644.0,-30353,18917,0.0,0.0,0.0,0.0,100.0,0.0,0,0.21916,0.128886,0.076134,0.038402,0.0,30.0
23:36:39,1697011740,2023-10-11T08:09:00,2023-10-11T10:09:00,1.002,1416.74,32.9,36.17,34.33,34.62,35.02,870.94,874.43,114.566666,39.67,0.9868,702,0,8.907,0.98909,3.98,47945,88,30.0,12.45,2.0,20.17,8.04,26.1,15.76,29.02,20.51,66.64,37.54,90.33,91.75,98.07,121.82,99.64,128.49,99.64,128.49,0.82,0.0,47.178,0.0,-1.966527,30.761623,1356.7,12.0,0.117192,0.8,106.9,1353.4,45,220,125.0,5314.3,11,306,-941.0,166.4,-967,-895,1754.9,230786048.0,-40013,66272,-445.5,86808384.0,-40932,22181,-2795.3,12952766.0,-12267,8540,0.0,0.0,0.0,0.0,100.0,0.0,0,0.220349,0.185267,0.076065,0.039452,0.0,30.0
23:37:09,1697011770,2023-10-11T08:09:30,2023-10-11T10:09:30,1.002,1417.24,32.94,36.23,34.35,34.62,35.0,871.04,874.47,114.566666,39.9,0.9866,702,0,8.909,0.99337,3.98,47932,88,30.0,10.42,0.11,15.24,0.12,18.83,0.23,20.59,0.32,60.1,7.0,77.63,7.9,82.36,7.24,83.32,7.12,83.32,7.12,0.74,0.0,47.1869,0.0,-1.966553,30.761679,1363.0,12.0,0.144948,0.8,144.3,1287.2,4,176,204.3,1619.2,77,254,-934.7,111.8,-968,-917,1074.3,23463608.0,-18077,10272,162.5,20045344.0,-19635,8942,-4228.8,26782780.0,-30887,-682,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218545,0.084691,0.076085,0.038444,0.0,30.0
23:37:39,1697011800,2023-10-11T08:10:00,2023-10-11T10:10:00,1.003,1417.74,33.01,36.23,34.45,34.62,35.07,871.02,874.39,114.333336,39.75,0.9863,702,0,8.909,0.99072,3.98,47918,88,30.0,11.11,0.42,15.28,1.34,18.27,2.44,19.74,3.1,66.64,10.41,83.97,20.98,87.97,25.87,88.78,26.93,88.78,26.93,0.71,0.0,47.1945,0.0,-1.966539,30.761707,1371.7,12.0,0.42405,0.8,162.4,203.6,118,180,225.7,506.4,203,265,-931.4,19.2,-939,-922,1097.3,7793502.5,-13553,2572,707.6,7310708.0,-2073,12941,-2628.2,2106825.0,-3447,4978,0.0,0.0,0.0,0.0,100.0,0.0,0,0.228834,0.124583,0.086178,0.039431,0.0,30.0
23:38:09,1697011830,2023-10-11T08:10:30,2023-10-11T10:10:30,1.007,1418.25,33.07,36.26,34.49,34.62,35.32,871.12,874.39,113.966667,39.85,0.9861,703,0,8.904,0.98909,3.98,47905,88,30.0,9.12,0.01,11.75,0.08,13.52,0.2,14.4,0.29,56.88,0.6,69.98,0.69,72.42,0.76,72.9,0.79,72.9,0.79,0.68,0.0,47.2013,0.0,-1.966539,30.761707,1371.7,12.0,0.535588,0.8,157.8,645.8,54,187,249.6,245.8,207,301,-929.5,75.8,-961,-902,2177.5,31805152.0,-13580,26932,335.7,4705382.5,-5827,4042,-3211.8,6208800.0,-14918,3167,0.0,0.0,0.0,0.0,100.0,0.0,0,0.221916,0.321004,0.079121,0.03938,0.0,30.0
23:38:39,1697011860,2023-10-11T08:11:00,2023-10-11T10:11:00,1.001,1418.75,33.11,36.32,34.58,34.62,35.06,871.14,874.44,113.73333,39.23,0.9861,703,0,8.904,0.99011,3.98,47891,88,30.0,9.97,0.27,12.32,0.34,13.83,0.39,14.57,0.41,63.5,11.77,77.1,16.5,79.22,16.94,79.64,17.02,79.64,17.02,0.68,0.0,47.2073,0.0,-1.966588,30.761686,1363.1,12.0,0.38807,0.8,207.2,12136.1,50,442,387.1,78509.2,68,840,-849.0,14705.0,-953,-635,-896.8,66804020.0,-31753,16563,1885.6,52714320.0,-6195,34501,-4288.3,20995696.0,-25620,2135,0.0,0.0,0.0,0.0,100.0,0.0,0,0.250856,0.045984,0.108788,0.038451,0.0,30.0
23:39:09,1697011890,2023-10-11T08:11:30,2023-10-11T10:11:30,1.004,1419.25,33.16,36.34,34.57,34.62,34.82,871.08,874.41,113.866669,40.72,0.9856,703,0,8.906,0.99072,3.98,47878,88,30.0,16.0,197.09,20.86,434.13,24.21,672.35,25.85,808.63,99.07,6440.48,122.42,10865.83,126.97,12300.46,127.88,12602.05,127.88,12602.05,0.73,0.01,47.2157,0.0,-1.966541,30.761723,1363.9,11.0,0.310456,1.0,204.5,14906.8,-99,316,738.8,37969.7,-257,908,-656.1,38002.4,-983,255,5515.1,1197066624.0,-88637,140752,-4431.0,447410880.0,-109165,19731,-2716.1,342325184.0,-66788,51992,0.0,0.0,0.0,20.0,80.0,0.0,0,0.21721,0.096758,0.075874,0.038509,0.0,30.0
23:39:39,1697011920,2023-10-11T08:12:00,2023-10-11T10:12:00,1.004,1419.75,33.2,36.42,34.65,34.62,35.62,871.01,874.48,114.033333,40.13,0.9856,703,0,8.905,0.99032,3.98,47864,88,30.0,40.3,133.32,80.94,193.8,113.44,254.92,129.41,292.76,173.93,5837.8,272.57,8187.02,314.34,8449.46,322.88,8504.27,322.88,8504.27,1.1,0.0,47.2412,0.0,-1.966568,30.761555,1350.1,11.0,0.733478,0.9,177.4,11842.2,25,448,707.6,28345.9,120,1009,-722.1,17745.9,-950,-373,-4131.3,989787520.0,-95996,68057,2312.7,229548224.0,-21560,63507,-2461.1,106217400.0,-32112,15260,0.0,0.0,0.0,36.7,63.3,0.0,0,0.22041,0.147856,0.076,0.038411,0.0,30.0
23:40:09,1697011950,2023-10-11T08:12:30,2023-10-11T10:12:30,1.005,1420.25,33.24,36.44,34.69,34.62,35.15,871.06,874.45,115.183334,39.32,0.9856,704,0,8.9,0.9893,3.98,47851,88,30.0,26.1,1.91,58.61,11.01,84.91,23.96,97.83,32.16,96.14,21.28,168.7,75.59,202.37,114.21,209.26,123.12,209.26,123.12,1.1,0.0,47.2762,0.0,-1.96648,30.761497,1341.0,8.0,0.667686,1.1,26.2,27171.4,-246,313,201.7,319615.7,-656,982,-757.4,59527.4,-940,-242,9479.0,787627456.0,-45307,96801,-3629.2,90764528.0,-32270,12897,-5123.7,178924000.0,-56035,29977,0.0,0.0,0.0,23.3,76.7,0.0,0,0.228965,0.031817,0.084334,0.038399,0.0,30.0
23:40:39,1697011980,2023-10-11T08:13:00,2023-10-11T10:13:00,1.007,1420.75,33.29,36.44,34.78,35.21,35.16,871.06,874.34,114.316666,39.58,0.9853,705,0,8.897,0.98848,3.98,47837,87,30.0,104.85,13567.61,264.87,92170.67,395.42,208540.75,459.6,282933.12,308.16,102347.41,640.9,491046.62,807.52,801691.19,841.67,874801.44,841.67,874801.44,1.22,0.02,47.3573,0.0,-1.966581,30.76157,1344.5,11.0,0.606006,0.9,578.8,191498.8,-205,944,-292.8,100936.0,-746,475,-90.1,181138.0,-852,688,-1186.6,3040087296.0,-192736,95532,1107.5,2343990784.0,-130252,140358,701.5,864880000.0,-84218,91227,0.0,70.0,0.0,0.0,16.7,13.3,11,0.220743,0.102605,0.075983,0.03932,0.0,30.0
23:41:09,1697012010,2023-10-11T08:13:30,2023-10-11T10:13:30,1.006,1421.26,33.3,36.47,34.83,35.21,35.3,871.2,874.36,113.699997,40.35,0.9851,706,0,8.892,0.9895,3.98,47824,87,30.0,106.02,7794.79,296.94,60257.98,453.64,140209.25,530.66,191707.75,234.16,40064.21,611.45,261645.56,811.0,456585.12,851.94,503243.94,851.94,503243.94,1.38,0.0,47.4983,0.0,-1.966495,30.76157,1334.0,11.0,0.41634,0.9,414.7,141217.0,63,1059,306.1,142970.1,-636,844,-680.5,62837.8,-894,-135,-1989.6,1135297408.0,-106636,85295,-3763.0,479630240.0,-85225,33906,-3234.1,346883040.0,-44712,68153,0.0,26.7,0.0,6.7,66.7,0.0,0,0.224152,0.132364,0.076098,0.038454,0.0,30.0
23:41:39,1697012040,2023-10-11T08:14:00,2023-10-11T10:14:00,1.005,1421.76,33.34,36.48,34.81,35.21,35.14,871.01,874.34,113.76667,41.37,0.9847,706,0,8.892,0.98808,3.98,47810,87,30.0,21.1,20.67,53.97,196.57,80.81,476.63,94.01,659.04,60.21,44.28,128.11,605.34,162.36,1192.38,169.38,1337.28,169.38,1337.28,1.18,0.0,47.5863,0.0,-1.966566,30.761751,1325.6,12.0,0.68876,0.8,75.2,2087.7,-68,199,427.3,19238.0,-64,647,-893.2,1103.2,-984,-813,-1329.4,325924832.0,-88961,32978,469.9,38911072.0,-18812,18427,-1488.1,260479408.0,-26748,80683,0.0,0.0,0.0,0.0,100.0,0.0,0,0.231479,0.184375,0.084304,0.039328,0.0,30.0
23:42:09,1697012070,2023-10-11T08:14:30,2023-10-11T10:14:30,1.003,1422.26,33.39,36.51,34.81,35.21,35.24,871.08,874.31,114.533333,39.66,0.9849,706,0,8.893,0.98828,3.98,47797,87,30.0,15.43,0.3,33.83,5.54,48.69,14.99,55.99,21.33,59.01,2.97,100.77,5.66,119.8,16.68,123.69,19.87,123.69,19.87,1.04,0.0,47.6083,0.0,-1.966585,30.761894,1326.4,12.0,1.424294,0.9,79.9,9085.4,-163,244,486.5,5645.0,287,677,-872.2,1209.9,-931,-764,2875.9,105370528.0,-12442,44537,-1202.3,54590348.0,-29995,13282,-2712.8,31794662.0,-16415,15321,0.0,0.0,0.0,0.0,100.0,0.0,0,0.220358,0.077314,0.075867,0.038463,0.0,30.0
23:42:39,1697012100,2023-10-11T08:15:00,2023-10-11T10:15:00,1.005,1422.76,33.43,36.57,34.9,35.21,36.31,870.94,874.28,114.366669,40.84,0.9844,706,0,8.894,0.98808,3.98,47783,87,30.0,12.52,0.32,24.25,4.52,33.57,11.92,38.16,16.86,56.48,3.45,85.85,8.21,97.86,18.04,100.32,20.77,100.32,20.77,0.94,0.0,47.6229,0.0,-1.966553,30.761723,1330.3,12.0,0.03341,0.9,34.0,2597.3,-66,165,631.6,1993.8,505,748,-819.7,767.2,-875,-731,1256.3,108111072.0,-21288,24727,-225.5,23622040.0,-22785,5197,-3957.1,46869072.0,-27151,8618,0.0,0.0,0.0,0.0,100.0,0.0,0,0.220482,0.128465,0.075912,0.039334,0.0,30.0
23:43:09,1697012130,2023-10-11T08:15:30,2023-10-11T10:15:30,1.004,1423.26,33.49,36.54,34.97,35.21,35.43,871.19,874.17,113.5,39.62,0.9843,706,0,8.894,0.99113,3.98,47769,87,30.0,11.82,0.28,19.84,1.88,26.07,4.28,29.14,5.81,61.35,2.49,84.81,10.2,92.91,16.38,94.56,17.84,94.56,17.84,0.85,0.0,47.634,0.0,-1.96657,30.761703,1333.4,12.0,0.189152,0.7,145.9,7037.0,12,332,698.0,4889.3,547,868,-761.2,3173.2,-841,-651,-1252.5,189072976.0,-51703,39322,1875.0,146360304.0,-19451,58441,-3190.4,30201680.0,-23362,9108,0.0,0.0,0.0,0.0,100.0,0.0,0,0.220353,0.181554,0.077575,0.038359,0.0,30.0
23:43:39,1697012160,2023-10-11T08:16:00,2023-10-11T10:16:00,1.006,1423.77,33.55,36.61,35.01,35.21,35.48,871.01,874.22,113.98333,40.25,0.984,707,0,8.888,0.98971,3.98,47756,87,30.0,18.15,115.58,30.09,299.79,39.33,500.97,43.87,618.9,95.3,3358.02,130.8,6107.77,142.81,7170.48,145.26,7397.3,145.26,7397.3,0.88,0.0,47.6465,0.0,-1.966584,30.761736,1333.5,12.0,0.054998,0.8,194.8,27314.0,-103,478,677.0,48977.3,-204,1028,-710.9,26542.9,-927,-220,-1265.6,878598208.0,-93205,96066,2477.4,170819184.0,-22820,40005,-1600.7,39368300.0,-14647,25593,0.0,0.0,0.0,23.3,76.7,0.0,0,0.219267,0.187652,0.076101,0.039556,0.0,30.0
23:44:09,1697012190,2023-10-11T08:16:30,2023-10-11T10:16:30,1.006,1424.27,33.59,36.64,35.06,35.21,35.96,871.2,874.16,114.449997,39.05,0.9841,708,0,8.882,0.99032,3.98,47742,87,30.0,11.23,0.26,18.19,1.72,23.54,3.9,26.17,5.29,60.08,2.12,81.44,9.36,88.42,15.11,89.84,16.47,89.84,16.47,0.82,0.0,47.6586,0.0,-1.966572,30.761732,1340.6,12.0,0.15934,0.8,342.5,2282.0,214,442,642.4,69978.6,270,912,-679.4,31190.5,-907,-401,-950.7,185013280.0,-64566,20422,465.8,11363643.0,-9721,9721,-3303.4,12104215.0,-14542,8785,0.0,0.0,0.0,60.0,40.0,0.0,0,0.232054,0.049053,0.087664,0.038568,0.0,30.0
23:44:39,1697012220,2023-10-11T08:17:00,2023-10-11T10:17:00,1.005,1424.77,33.64,36.66,35.13,35.21,35.77,870.92,874.19,114.216667,38.94,0.984,708,0,8.883,0.98726,3.98,47729,87,30.0,10.87,0.11,16.17,0.69,20.14,1.57,22.08,2.15,61.95,1.79,80.62,4.56,85.84,6.65,86.9,7.15,86.9,7.15,0.75,0.0,47.6672,0.0,-1.966591,30.761822,1348.4,12.0,0.558204,0.8,263.4,12551.1,19,382,402.4,75521.2,37,1046,-785.4,69862.3,-973,-51,5538.3,720212672.0,-47407,110013,104.6,119853784.0,-51905,20396,-5522.2,86436040.0,-27580,20151,0.0,0.0,0.0,16.7,83.3,0.0,0,0.219141,0.106679,0.076584,0.039553,0.0,30.0
23:45:09,1697012250,2023-10-11T08:17:30,2023-10-11T10:17:30,1.006,1425.27,33.7,36.68,35.17,35.21,35.52,871.03,874.1,112.966667,38.25,0.9838,709,0,8.881,0.98889,3.98,47715,87,30.0,11.02,0.19,15.52,0.47,18.8,0.78,20.41,0.96,65.17,5.9,82.87,10.26,87.23,11.84,88.11,12.17,88.11,12.17,0.73,0.0,47.6752,0.0,-1.966589,30.761782,1346.5,12.0,0.301204,0.9,369.8,592.8,312,421,268.3,1908.5,157,424,-892.2,141.0,-925,-866,2550.6,31565090.0,-7533,28953,-243.4,25035702.0,-21787,13361,-3062.8,5900495.0,-14455,2213,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218528,0.155772,0.075888,0.03942,0.0,30.0
23:45:39,1697012280,2023-10-11T08:18:00,2023-10-11T10:18:00,1.005,1425.77,33.74,36.71,35.25,35.21,35.61,871.0,874.13,113.616669,38.44,0.9836,709,0,8.881,0.98869,3.97,47702,87,30.0,9.75,0.03,12.96,0.26,15.21,0.62,16.32,0.86,59.66,0.43,74.24,1.26,77.28,2.01,77.89,2.19,77.89,2.19,0.68,0.0,47.6823,0.0,-1.966589,30.761782,1346.5,12.0,0.1799,0.9,414.6,1946.8,312,464,422.5,6399.6,152,533,-834.6,868.6,-915,-786,3466.1,64274760.0,-19810,25121,-612.3,9131812.0,-8645,4305,-2793.6,10337426.0,-14507,7000,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218915,0.027469,0.075978,0.038516,0.0,30.0
23:46:09,1697012310,2023-10-11T08:18:30,2023-10-11T10:18:30,1.006,1426.27,33.78,36.77,35.29,35.21,35.59,871.02,874.09,113.800003,39.42,0.9832,710,0,8.875,0.98828,3.97,47688,87,30.0,9.73,0.05,12.08,0.03,13.59,0.04,14.34,0.05,61.88,3.2,75.23,3.52,77.34,3.14,77.76,3.06,77.76,3.06,0.67,0.0,47.6886,0.0,-1.966589,30.761782,1346.5,12.0,0.01285,0.9,288.4,1422.8,243,418,647.6,3475.8,460,754,-774.4,389.0,-829,-728,1452.7,14688720.0,-17421,7752,549.4,8705627.0,-3438,15557,-3095.4,10168083.0,-16607,4768,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218139,0.083373,0.076083,0.039421,0.0,30.0
23:46:39,1697012340,2023-10-11T08:19:00,2023-10-11T10:19:00,1.003,1426.78,33.83,36.79,35.36,35.21,35.74,870.88,874.07,114.550003,39.35,0.983,710,0,8.877,0.98971,3.97,47675,87,30.0,9.61,0.28,11.48,0.53,12.6,0.77,13.15,0.89,62.24,10.25,74.79,16.23,76.41,17.79,76.73,18.12,76.73,18.12,0.66,0.0,47.6945,0.0,-1.966573,30.761747,1340.0,12.0,0.008224,0.8,273.7,36.1,260,289,670.4,113.4,653,723,-765.9,19.9,-773,-750,1322.6,859144.2,-3360,2152,70.0,1352404.0,-3412,1531,-3040.0,63521.0,-3587,-2598,0.0,0.0,0.0,0.0,100.0,0.0,0,0.217298,0.142905,0.076006,0.038484,0.0,30.0
23:47:09,1697012370,2023-10-11T08:19:30,2023-10-11T10:19:30,1.005,1427.28,33.86,36.83,35.38,35.21,35.77,870.95,874.03,113.933334,38.46,0.9831,710,0,8.877,0.98787,3.97,47661,87,30.0,10.18,0.6,12.08,1.09,13.19,1.54,13.74,1.78,66.21,22.0,79.39,34.45,81.01,37.56,81.32,38.2,81.32,38.2,0.66,0.0,47.7004,0.0,-1.966571,30.761744,1339.6,12.0,0.08481,0.7,292.8,1505.0,228,374,624.8,9875.8,431,820,-782.6,2161.0,-873,-642,3391.9,164773664.0,-13352,51660,-314.5,19130092.0,-11882,10683,-3150.1,11229082.0,-10858,4602,0.0,0.0,0.0,0.0,100.0,0.0,0,0.226995,0.032746,0.084515,0.039467,0.0,30.0
23:47:39,1697012400,2023-10-11T08:20:00,2023-10-11T10:20:00,1.006,1427.78,33.9,36.86,35.4,35.21,35.83,870.95,874.05,113.583336,38.24,0.983,711,0,8.873,0.98625,3.97,47647,87,30.0,11.8,0.03,14.85,0.21,16.86,0.47,17.85,0.64,74.44,0.35,90.91,1.28,93.69,1.98,94.25,2.15,94.25,2.15,0.72,0.0,47.7072,0.0,-1.966576,30.761757,1342.9,12.0,0.071446,0.8,285.4,8465.9,48,412,337.9,20818.2,-48,552,-882.9,1354.9,-952,-806,1378.9,750041280.0,-57680,129473,-412.2,326541664.0,-86537,30966,-4338.6,49930840.0,-22067,16887,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218771,0.084448,0.076097,0.03944,0.0,30.0
23:48:09,1697012430,2023-10-11T08:20:30,2023-10-11T10:20:30,1.006,1428.28,33.93,36.9,35.46,35.21,35.99,871.08,874.05,114.183334,37.62,0.983,712,0,8.87,0.98808,3.97,47634,87,30.0,11.76,0.06,15.48,0.06,18.06,0.07,19.33,0.08,72.41,3.09,89.78,3.88,93.28,3.76,93.98,3.74,93.98,3.74,0.75,0.0,47.7148,0.0,-1.966576,30.76173,1335.3,12.0,0.291438,0.7,296.1,55365.2,16,904,489.4,108260.5,-510,678,-712.0,74716.4,-917,482,-5284.9,548354112.0,-107231,8548,689.5,188758624.0,-38841,53812,-2189.4,308322496.0,-54538,74795,0.0,13.3,0.0,0.0,86.7,0.0,0,0.217827,0.129743,0.075906,0.038485,0.0,30.0
23:48:39,1697012460,2023-10-11T08:21:00,2023-10-11T10:21:00,1.006,1428.78,33.95,36.92,35.49,35.21,35.94,871.05,874.08,114.683334,37.65,0.983,713,0,8.865,0.98645,3.97,47620,87,30.0,17.83,119.61,27.57,227.49,34.96,329.23,38.59,386.74,98.84,4336.53,130.92,6847.61,140.6,7504.8,142.57,7641.46,142.57,7641.46,0.87,0.0,47.7256,0.0,-1.96659,30.761749,1329.9,12.0,0.50115,0.8,335.9,8322.9,-15,480,825.0,45762.8,211,938,-214.5,98723.0,-951,251,5097.6,105308896.0,-8548,40661,-2527.4,375933376.0,-104877,13046,-7395.4,268224912.0,-76685,4795,0.0,0.0,0.0,86.7,13.3,0.0,0,0.218153,0.177885,0.075974,0.038563,0.0,30.0
23:49:09,1697012490,2023-10-11T08:21:30,2023-10-11T10:21:30,1.003,1429.29,33.95,36.95,35.51,35.21,35.85,870.99,874.15,113.466667,37.45,0.9831,713,0,8.865,0.98361,3.97,47607,87,30.0,11.16,1.31,17.65,2.28,22.6,3.2,25.04,3.73,60.81,50.93,81.44,76.88,87.92,82.44,89.24,83.6,89.24,83.6,0.82,0.0,47.7369,0.0,-1.96666,30.761822,1319.2,12.0,0.451292,0.7,249.9,2798.8,175,428,627.9,55775.3,299,977,-746.9,21397.3,-930,-540,-3483.4,268898208.0,-42577,24132,1893.6,35776352.0,-18795,15093,-3769.0,31750928.0,-20011,7761,0.0,0.0,0.0,0.0,100.0,0.0,0,0.220286,0.063341,0.076028,0.038424,0.0,30.0
23:49:39,1697012520,2023-10-11T08:22:00,2023-10-11T10:22:00,1.004,1429.79,33.97,36.96,35.49,35.21,36.14,871.02,874.12,113.533333,37.98,0.9829,713,0,8.866,0.98381,3.97,47593,87,30.0,14.44,0.19,22.42,0.64,28.48,1.18,31.46,1.51,79.85,4.51,105.97,9.43,113.9,11.79,115.52,12.31,115.52,12.31,0.83,0.0,47.747,0.0,-1.966704,30.761875,1317.0,12.0,0.279616,0.8,209.6,5787.3,33,364,353.9,53861.0,34,904,-771.2,152567.2,-987,601,-1830.2,717684096.0,-103442,58135,-1434.0,91741552.0,-32830,16310,-5001.8,111636296.0,-44021,25410,0.0,0.0,0.0,10.0,83.3,6.7,0,0.229542,0.113292,0.086099,0.038456,0.0,30.0
23:50:09,1697012550,2023-10-11T08:22:30,2023-10-11T10:22:30,1.002,1430.29,33.98,36.99,35.47,35.79,35.88,871.07,874.17,113.800003,37.76,0.9829,713,0,8.867,0.98584,3.97,47580,87,30.0,12.98,0.84,20.16,2.42,25.6,4.22,28.28,5.29,71.79,22.48,95.26,43.25,102.4,52.09,103.85,53.99,103.85,53.99,0.81,0.0,47.7577,0.0,-1.966693,30.761852,1317.8,12.0,0.17219,1.2,214.8,966.9,111,251,362.0,43166.0,140,665,-879.8,5624.1,-945,-662,-3814.0,270258208.0,-56848,6973,1454.5,26238560.0,-3578,20650,-4039.2,9091902.0,-14761,-288,0.0,0.0,0.0,0.0,100.0,0.0,0,0.218743,0.160935,0.076063,0.039444,0.0,30.0
